HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2004281.fn_usmafort.005.2007325042736.FparExtra_QC,MOD15A2,A2004281,fn_usmafort,2007325042736,FparExtra_QC,00001000,00001000,00001000,00001000,00000000,00000000,00000000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00100000,00001000,00001000,00000000,00000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,00000000
MOD15A2.A2004281.fn_usmafort.005.2007325042736.FparLai_QC,MOD15A2,A2004281,fn_usmafort,2007325042736,FparLai_QC,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00000000,00100000,00100000,00100000,00100000,00100000,00000000,00000000,00100000,00100000,00100000,00000000,00000000,00000000,00000000,00100000,00100000,00100000,00100000,00000000,00000000,00000000
MOD15A2.A2004281.fn_usmafort.005.2007325042736.FparStdDev_1km,MOD15A2,A2004281,fn_usmafort,2007325042736,FparStdDev_1km,0,9,9,2,2,8,8,2,8,2,0,9,9,8,2,9,1,8,9,9,8,3,2,8,8,9,9,10,2,8,8,8,9,10,8,8,8,8,9,10,9,8,8,8,1,8,9,10,10
MOD15A2.A2004281.fn_usmafort.005.2007325042736.Fpar_1km,MOD15A2,A2004281,fn_usmafort,2007325042736,Fpar_1km,96,88,88,88,88,89,88,88,88,89,96,88,88,88,89,88,89,88,88,88,88,84,89,88,88,88,88,81,89,89,89,88,88,80,81,88,89,88,86,77,84,84,89,89,89,88,85,79,79
MOD15A2.A2004281.fn_usmafort.005.2007325042736.LaiStdDev_1km,MOD15A2,A2004281,fn_usmafort,2007325042736,LaiStdDev_1km,8,17,17,12,12,17,17,12,17,11,7,17,17,17,12,17,11,17,17,17,17,5,12,17,17,17,17,8,12,17,17,17,17,8,9,17,17,17,14,6,11,11,17,17,11,17,12,7,7
MOD15A2.A2004281.fn_usmafort.005.2007325042736.Lai_1km,MOD15A2,A2004281,fn_usmafort,2007325042736,Lai_1km,56,40,40,49,49,41,41,49,40,50,58,40,40,41,50,40,51,41,40,40,40,31,50,40,41,40,40,24,50,41,41,41,40,24,30,41,41,41,34,20,29,36,41,41,51,41,31,21,22
MOD15A2.A2004289.fn_usmafort.005.2007326101349.FparExtra_QC,MOD15A2,A2004289,fn_usmafort,2007326101349,FparExtra_QC,00110000,01000000,01000000,01000000,00000000,00000000,01000000,00100000,01000000,01000000,01000000,01000000,01000000,00100000,01000000,00110000,01000000,01000000,01000000,01000000,01000000,00110000,01000000,01000000,01000000,00100000,01000000,00100000,01000000,00110000,01000000,01000000,00100000,00100000,01000000,00100000,00100000,00100000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,00100000,01000000,01000000
MOD15A2.A2004289.fn_usmafort.005.2007326101349.FparLai_QC,MOD15A2,A2004289,fn_usmafort,2007326101349,FparLai_QC,01101001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00010000,01100001,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,01101001,00000000,00000000,00000000,00000000,00000000,01110001,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000
MOD15A2.A2004289.fn_usmafort.005.2007326101349.FparStdDev_1km,MOD15A2,A2004289,fn_usmafort,2007326101349,FparStdDev_1km,248,7,7,0,3,6,6,6,8,2,9,6,6,9,5,8,248,7,7,6,7,12,10,7,8,7,9,5,248,248,7,8,7,7,5,248,8,6,4,4,7,8,0,5,3,7,9,8,0
MOD15A2.A2004289.fn_usmafort.005.2007326101349.Fpar_1km,MOD15A2,A2004289,fn_usmafort,2007326101349,Fpar_1km,27,60,62,80,78,59,60,72,67,81,75,60,59,57,76,41,76,55,50,56,63,24,55,50,64,50,57,45,18,10,55,59,59,52,46,28,52,60,54,41,51,53,39,46,81,64,19,38,25
MOD15A2.A2004289.fn_usmafort.005.2007326101349.LaiStdDev_1km,MOD15A2,A2004289,fn_usmafort,2007326101349,LaiStdDev_1km,248,2,2,0,2,2,2,4,3,2,9,2,2,3,4,2,248,2,2,2,3,2,4,2,3,2,2,1,248,248,2,2,2,2,1,248,2,2,1,1,2,2,0,1,4,3,1,2,0
MOD15A2.A2004289.fn_usmafort.005.2007326101349.Lai_1km,MOD15A2,A2004289,fn_usmafort,2007326101349,Lai_1km,6,11,12,26,23,11,11,19,14,26,17,11,11,10,21,6,33,10,8,10,12,4,11,9,12,8,10,7,4,2,9,10,11,9,7,6,9,11,10,7,9,9,6,7,26,13,2,6,3
MOD15A2.A2004297.fn_usmafort.005.2007328115730.FparExtra_QC,MOD15A2,A2004297,fn_usmafort,2007328115730,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004297.fn_usmafort.005.2007328115730.FparLai_QC,MOD15A2,A2004297,fn_usmafort,2007328115730,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004297.fn_usmafort.005.2007328115730.FparStdDev_1km,MOD15A2,A2004297,fn_usmafort,2007328115730,FparStdDev_1km,10,7,7,4,4,7,6,4,7,3,11,6,6,8,3,7,3,8,6,6,7,1,4,7,6,8,8,7,4,8,6,7,7,6,6,7,6,8,7,6,6,7,6,8,4,7,6,7,7
MOD15A2.A2004297.fn_usmafort.005.2007328115730.Fpar_1km,MOD15A2,A2004297,fn_usmafort,2007328115730,Fpar_1km,72,63,61,81,81,63,61,83,65,83,78,61,59,63,84,63,84,67,60,61,63,85,82,65,61,59,57,64,83,63,61,64,64,61,61,63,61,63,64,60,61,63,61,64,80,62,61,65,62
MOD15A2.A2004297.fn_usmafort.005.2007328115730.LaiStdDev_1km,MOD15A2,A2004297,fn_usmafort,2007328115730,LaiStdDev_1km,7,2,2,5,5,3,2,5,3,5,15,2,2,3,5,3,5,3,2,2,3,3,5,2,2,2,2,3,6,3,2,3,3,2,2,3,2,3,3,2,2,3,2,3,5,2,2,3,2
MOD15A2.A2004297.fn_usmafort.005.2007328115730.Lai_1km,MOD15A2,A2004297,fn_usmafort,2007328115730,Lai_1km,15,12,11,28,26,12,11,30,13,30,22,11,10,12,32,12,31,13,11,11,12,33,28,12,11,11,10,12,30,12,11,13,13,11,11,12,11,12,13,11,11,12,11,12,25,12,11,13,12
MOD15A2.A2004305.fn_usmafort.005.2007330094859.FparExtra_QC,MOD15A2,A2004305,fn_usmafort,2007330094859,FparExtra_QC,01000000,00000000,01000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00001000,00001000,00001000,00001000,00000000,00000000,01000000,00001000,00001000,00001000,01000000,00000000,01000000,01001000,00001000,00001000,00001000,01000000,00000000,00000000,01001000,00001000,00100000,00001000,00001000,01000000,01000000,00001000,01000000,00001000,01000000,00000000,00000000,00001000,00001000
MOD15A2.A2004305.fn_usmafort.005.2007330094859.FparLai_QC,MOD15A2,A2004305,fn_usmafort,2007330094859,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004305.fn_usmafort.005.2007330094859.FparStdDev_1km,MOD15A2,A2004305,fn_usmafort,2007330094859,FparStdDev_1km,10,6,6,6,7,6,7,6,6,5,9,7,8,7,4,6,5,7,7,7,9,6,2,6,7,7,8,7,7,7,7,6,7,7,5,8,8,7,6,8,7,5,6,8,3,7,6,7,7
MOD15A2.A2004305.fn_usmafort.005.2007330094859.Fpar_1km,MOD15A2,A2004305,fn_usmafort,2007330094859,Fpar_1km,75,60,60,76,75,48,52,75,60,78,75,52,56,53,78,60,78,53,53,56,57,71,78,59,54,54,52,51,74,53,53,61,52,49,46,51,53,58,57,52,53,47,60,53,80,64,61,53,51
MOD15A2.A2004305.fn_usmafort.005.2007330094859.LaiStdDev_1km,MOD15A2,A2004305,fn_usmafort,2007330094859,LaiStdDev_1km,9,2,2,4,5,2,2,4,2,5,9,2,2,2,4,2,5,2,2,2,3,4,2,2,2,2,2,2,5,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,2,2
MOD15A2.A2004305.fn_usmafort.005.2007330094859.Lai_1km,MOD15A2,A2004305,fn_usmafort,2007330094859,Lai_1km,18,11,11,22,21,8,9,21,11,24,17,9,10,9,24,11,23,9,9,10,10,18,24,11,9,9,9,9,20,9,9,11,9,8,7,9,9,11,11,9,9,8,11,9,26,13,11,9,9
MOD15A2.A2004313.fn_usmafort.005.2007332143146.FparExtra_QC,MOD15A2,A2004313,fn_usmafort,2007332143146,FparExtra_QC,00000000,00001000,00100000,00000000,00000000,00000000,00001000,00000000,00001000,00000000,00000000,00001000,00001000,00000000,00000000,00100000,00001000,00000000,00001000,00001000,00000000,00001000,00001000,01001000,00000000,01001000,01001000,01001000,00001000,01000000,00000000,00000000,01001000,00110000,00100000,01000000,00000000,00000000,01001000,01000000,01000000,00000000,00000000,00000000,00000000,00100000,01000000,01000000,00000000
MOD15A2.A2004313.fn_usmafort.005.2007332143146.FparLai_QC,MOD15A2,A2004313,fn_usmafort,2007332143146,FparLai_QC,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000
MOD15A2.A2004313.fn_usmafort.005.2007332143146.FparStdDev_1km,MOD15A2,A2004313,fn_usmafort,2007332143146,FparStdDev_1km,11,0,6,4,5,6,7,4,0,3,11,6,7,6,3,6,1,7,5,8,5,6,4,8,6,8,5,8,2,8,5,8,5,8,5,8,5,5,8,7,9,5,5,6,4,8,6,7,5
MOD15A2.A2004313.fn_usmafort.005.2007332143146.Fpar_1km,MOD15A2,A2004313,fn_usmafort,2007332143146,Fpar_1km,70,53,60,78,77,47,50,77,53,79,69,47,50,47,78,61,84,50,49,52,47,76,80,53,47,51,49,52,82,50,47,51,48,51,45,52,47,47,51,51,55,46,47,47,79,64,59,50,46
MOD15A2.A2004313.fn_usmafort.005.2007332143146.LaiStdDev_1km,MOD15A2,A2004313,fn_usmafort,2007332143146,LaiStdDev_1km,10,0,2,3,4,1,2,4,0,3,10,1,2,1,3,2,1,2,1,2,1,5,4,2,1,2,1,2,3,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,4,3,2,2,1
MOD15A2.A2004313.fn_usmafort.005.2007332143146.Lai_1km,MOD15A2,A2004313,fn_usmafort,2007332143146,Lai_1km,15,8,11,23,23,7,8,22,8,24,15,7,8,7,23,11,30,8,8,9,7,22,26,9,7,8,8,9,27,8,7,9,7,8,7,9,7,7,9,9,10,7,7,7,25,13,11,8,7
MOD15A2.A2004321.fn_usmafort.005.2007335045336.FparExtra_QC,MOD15A2,A2004321,fn_usmafort,2007335045336,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004321.fn_usmafort.005.2007335045336.FparLai_QC,MOD15A2,A2004321,fn_usmafort,2007335045336,FparLai_QC,00000000,00000000,00000000,01100001,01100001,00000000,00000000,01100001,00000000,01100001,00000000,00000000,00000000,00000000,01100001,00000000,01100001,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000
MOD15A2.A2004321.fn_usmafort.005.2007335045336.FparStdDev_1km,MOD15A2,A2004321,fn_usmafort,2007335045336,FparStdDev_1km,8,7,7,248,248,5,5,248,7,248,9,5,5,5,248,6,248,5,5,7,7,248,248,7,5,7,5,5,248,5,5,7,5,5,5,5,5,5,7,5,7,0,5,5,248,6,7,5,5
MOD15A2.A2004321.fn_usmafort.005.2007335045336.Fpar_1km,MOD15A2,A2004321,fn_usmafort,2007335045336,Fpar_1km,70,50,51,79,77,46,45,78,50,79,66,44,45,46,82,52,81,45,45,50,49,82,85,48,45,50,46,45,83,43,46,53,45,43,37,45,45,46,49,45,49,39,46,46,79,59,50,45,42
MOD15A2.A2004321.fn_usmafort.005.2007335045336.LaiStdDev_1km,MOD15A2,A2004321,fn_usmafort,2007335045336,LaiStdDev_1km,3,2,2,248,248,1,1,248,2,248,3,1,1,1,248,2,248,1,1,2,2,248,248,2,1,2,1,1,248,1,1,2,1,1,1,1,1,1,2,1,2,0,1,1,248,2,2,1,1
MOD15A2.A2004321.fn_usmafort.005.2007335045336.Lai_1km,MOD15A2,A2004321,fn_usmafort,2007335045336,Lai_1km,14,9,9,36,33,7,7,35,9,37,12,7,7,8,42,9,40,7,7,8,8,44,49,8,7,9,7,7,46,7,7,9,7,7,6,7,7,7,8,7,8,6,7,7,36,11,9,7,7
MOD15A2.A2004329.fn_usmafort.005.2007337123313.FparExtra_QC,MOD15A2,A2004329,fn_usmafort,2007337123313,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00100000,01000000,00001000,00001000,00001000,00001000,01000000,01000000,01000000,01001000,00001000,00001000,00000000,00100000,01000000,00001000,00001000,00000000,00000000,00000000
MOD15A2.A2004329.fn_usmafort.005.2007337123313.FparLai_QC,MOD15A2,A2004329,fn_usmafort,2007337123313,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,01100001,00000000,00000000,00010000,00010000,00010000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004329.fn_usmafort.005.2007337123313.FparStdDev_1km,MOD15A2,A2004329,fn_usmafort,2007337123313,FparStdDev_1km,10,7,8,6,6,7,4,6,7,5,12,5,7,8,3,7,3,7,7,8,9,248,2,7,9,6,7,5,3,8,8,8,7,7,6,9,6,8,7,5,7,5,8,8,6,6,7,5,5
MOD15A2.A2004329.fn_usmafort.005.2007337123313.Fpar_1km,MOD15A2,A2004329,fn_usmafort,2007337123313,Fpar_1km,68,53,56,76,76,51,57,75,53,79,70,47,50,72,77,58,79,51,51,66,56,85,78,54,57,61,60,47,77,52,52,64,51,50,47,57,48,52,53,46,52,45,63,52,77,61,53,47,46
MOD15A2.A2004329.fn_usmafort.005.2007337123313.LaiStdDev_1km,MOD15A2,A2004329,fn_usmafort,2007337123313,LaiStdDev_1km,4,2,2,5,5,2,1,5,2,5,10,1,2,4,3,2,3,2,2,3,2,248,2,2,3,2,2,1,2,2,2,3,2,2,1,3,1,2,2,1,2,1,3,2,5,2,2,1,1
MOD15A2.A2004329.fn_usmafort.005.2007337123313.Lai_1km,MOD15A2,A2004329,fn_usmafort,2007337123313,Lai_1km,13,9,10,22,22,9,10,21,9,24,16,7,9,16,22,11,24,9,9,13,10,50,23,9,10,11,11,8,22,9,9,12,9,8,7,10,8,9,9,7,9,7,12,9,23,11,9,8,7
MOD15A2.A2004337.fn_usmafort.005.2007339083631.FparExtra_QC,MOD15A2,A2004337,fn_usmafort,2007339083631,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004337.fn_usmafort.005.2007339083631.FparLai_QC,MOD15A2,A2004337,fn_usmafort,2007339083631,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004337.fn_usmafort.005.2007339083631.FparStdDev_1km,MOD15A2,A2004337,fn_usmafort,2007339083631,FparStdDev_1km,10,5,6,5,5,7,5,5,6,3,8,5,7,7,3,6,4,5,7,6,7,248,248,6,7,7,7,5,248,5,5,7,7,5,5,7,6,7,6,5,7,5,7,5,4,6,6,5,5
MOD15A2.A2004337.fn_usmafort.005.2007339083631.Fpar_1km,MOD15A2,A2004337,fn_usmafort,2007339083631,Fpar_1km,77,57,58,73,73,48,46,72,54,78,73,46,51,52,76,59,76,46,52,54,53,79,82,56,51,53,51,46,80,46,46,58,50,46,43,50,46,50,57,45,52,45,51,47,76,61,54,46,45
MOD15A2.A2004337.fn_usmafort.005.2007339083631.LaiStdDev_1km,MOD15A2,A2004337,fn_usmafort,2007339083631,LaiStdDev_1km,11,2,2,4,4,2,1,3,2,3,5,1,2,2,3,2,4,1,2,2,2,248,248,2,2,2,2,1,248,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,3,2,2,1,1
MOD15A2.A2004337.fn_usmafort.005.2007339083631.Lai_1km,MOD15A2,A2004337,fn_usmafort,2007339083631,Lai_1km,19,10,11,20,20,8,7,19,9,23,15,7,9,9,22,11,22,7,9,10,9,37,42,10,9,9,9,7,38,7,7,11,9,7,7,9,7,8,10,7,9,7,9,7,22,11,9,8,7
MOD15A2.A2004345.fn_usmafort.005.2007342133611.FparExtra_QC,MOD15A2,A2004345,fn_usmafort,2007342133611,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00110000,00110000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004345.fn_usmafort.005.2007342133611.FparLai_QC,MOD15A2,A2004345,fn_usmafort,2007342133611,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004345.fn_usmafort.005.2007342133611.FparStdDev_1km,MOD15A2,A2004345,fn_usmafort,2007342133611,FparStdDev_1km,11,7,7,4,6,6,5,5,7,5,10,5,5,7,2,6,3,5,7,7,8,9,7,7,6,7,7,5,9,5,5,7,7,5,5,7,6,6,7,5,7,5,7,6,4,9,7,5,5
MOD15A2.A2004345.fn_usmafort.005.2007342133611.Fpar_1km,MOD15A2,A2004345,fn_usmafort,2007342133611,Fpar_1km,73,53,52,75,74,47,46,73,52,77,68,46,46,51,77,55,77,47,51,52,52,67,71,53,47,51,50,47,71,46,47,53,50,46,44,49,46,47,52,46,51,43,50,47,77,57,54,47,45
MOD15A2.A2004345.fn_usmafort.005.2007342133611.LaiStdDev_1km,MOD15A2,A2004345,fn_usmafort,2007342133611,LaiStdDev_1km,11,2,2,3,4,1,1,3,2,4,4,1,1,2,1,2,3,1,2,2,2,4,4,2,1,2,2,1,5,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,4,2,2,1,1
MOD15A2.A2004345.fn_usmafort.005.2007342133611.Lai_1km,MOD15A2,A2004345,fn_usmafort,2007342133611,Lai_1km,17,9,9,21,20,7,7,19,9,22,13,7,7,9,23,10,22,7,9,9,9,16,18,9,7,9,8,8,19,7,7,9,9,7,7,8,7,7,9,7,9,7,8,7,22,10,9,8,7
MOD15A2.A2004353.fn_usmafort.005.2007344143709.FparExtra_QC,MOD15A2,A2004353,fn_usmafort,2007344143709,FparExtra_QC,00000000,00000000,00000000,00110000,00110000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00110000,00110000,00000000,00000000,00110000,01001000,01000000,00000000,00110000,00110000,00000000,00000000,00000000,01001000,00000000,00110000,00000000,00000000,00110000,01001000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,01000000
MOD15A2.A2004353.fn_usmafort.005.2007344143709.FparLai_QC,MOD15A2,A2004353,fn_usmafort,2007344143709,FparLai_QC,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00010000,00000000,00010000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004353.fn_usmafort.005.2007344143709.FparStdDev_1km,MOD15A2,A2004353,fn_usmafort,2007344143709,FparStdDev_1km,10,7,7,11,10,5,5,8,7,0,8,5,6,5,9,7,3,6,7,7,7,10,8,6,5,6,7,5,10,5,5,8,8,5,5,5,8,5,7,5,7,0,5,6,8,7,6,5,7
MOD15A2.A2004353.fn_usmafort.005.2007344143709.Fpar_1km,MOD15A2,A2004353,fn_usmafort,2007344143709,Fpar_1km,71,51,51,69,72,46,44,70,50,80,63,45,47,47,71,52,76,46,50,54,49,66,71,51,45,47,63,46,68,44,45,52,66,45,37,47,41,46,51,45,48,39,46,46,74,54,52,46,49
MOD15A2.A2004353.fn_usmafort.005.2007344143709.LaiStdDev_1km,MOD15A2,A2004353,fn_usmafort,2007344143709,LaiStdDev_1km,5,2,2,5,5,1,1,5,2,0,3,1,1,1,5,2,3,1,2,2,2,5,5,2,1,2,3,1,5,1,1,2,3,1,1,1,2,1,2,1,2,0,1,1,5,2,2,1,2
MOD15A2.A2004353.fn_usmafort.005.2007344143709.Lai_1km,MOD15A2,A2004353,fn_usmafort,2007344143709,Lai_1km,15,9,9,18,19,7,7,18,9,26,11,7,7,7,19,9,22,7,8,9,8,16,18,9,7,8,12,7,17,7,7,9,13,7,6,7,6,7,9,7,8,6,7,7,20,9,9,7,8
MOD15A2.A2004361.fn_usmafort.005.2007351033258.FparExtra_QC,MOD15A2,A2004361,fn_usmafort,2007351033258,FparExtra_QC,00000000,00000000,01000000,00100000,00100000,00000000,00000000,00110000,00000000,00100000,00000000,00000000,01001000,00000000,00110000,00000000,01001000,00000000,00000000,00000000,00000000,00110000,00110000,00000000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,01000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00100000,00000000,00001000,00000000,00000000
MOD15A2.A2004361.fn_usmafort.005.2007351033258.FparLai_QC,MOD15A2,A2004361,fn_usmafort,2007351033258,FparLai_QC,00000000,00000000,00000000,01001001,00001000,00000000,00000000,00001000,00000000,01001001,00000000,00000000,00000000,00000000,00001000,00000000,00010000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00001000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01001001,00000000,00000000,00000000,00000000
MOD15A2.A2004361.fn_usmafort.005.2007351033258.FparStdDev_1km,MOD15A2,A2004361,fn_usmafort,2007351033258,FparStdDev_1km,7,5,7,248,15,6,5,2,5,248,8,7,10,4,2,5,17,5,0,5,5,3,3,0,6,5,5,6,3,0,7,5,10,6,7,5,7,5,5,0,5,7,5,6,248,5,5,4,6
MOD15A2.A2004361.fn_usmafort.005.2007351033258.Fpar_1km,MOD15A2,A2004361,fn_usmafort,2007351033258,Fpar_1km,62,43,53,1,21,35,37,76,43,1,55,33,39,41,77,44,30,37,39,43,43,74,74,39,36,43,42,36,74,39,35,45,41,35,34,43,35,44,46,40,45,33,43,36,1,46,45,41,34
MOD15A2.A2004361.fn_usmafort.005.2007351033258.LaiStdDev_1km,MOD15A2,A2004361,fn_usmafort,2007351033258,LaiStdDev_1km,2,1,2,248,3,1,1,1,1,248,2,1,2,1,2,1,3,1,0,1,1,2,2,0,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,0,1,1,1,1,248,1,1,1,1
MOD15A2.A2004361.fn_usmafort.005.2007351033258.Lai_1km,MOD15A2,A2004361,fn_usmafort,2007351033258,Lai_1km,11,7,9,0,3,5,6,20,7,0,9,5,6,6,22,7,5,6,6,7,7,19,20,6,5,7,7,5,19,6,5,7,6,5,5,7,5,7,7,6,7,5,7,5,0,7,7,6,5
